episode,reward,length
432,-21.0,3168
433,-21.0,3296
434,-21.0,3408
435,-21.0,3536
436,-21.0,3656
437,-21.0,3056
438,-20.0,3367
439,-21.0,3296
440,-20.0,3367
441,-20.0,4098
442,-21.0,3544
443,-21.0,3168
444,-21.0,3296
445,-21.0,3056
446,-21.0,3168
447,-21.0,3056
448,-21.0,3168
449,-21.0,3056
450,-21.0,3300
451,-21.0,3304
452,-21.0,3056
453,-21.0,3168
454,-21.0,3168
455,-21.0,3056
456,-21.0,3056
457,-20.0,3370
458,-21.0,3296
459,-21.0,3168
460,-21.0,3056
461,-21.0,3168
462,-21.0,3056
463,-21.0,3648
464,-21.0,3896
465,-21.0,3168
466,-20.0,3367
467,-21.0,3056
468,-21.0,3056
469,-21.0,3056
470,-20.0,3574
471,-21.0,3056
472,-21.0,3056
473,-20.0,3373
474,-21.0,3168
475,-21.0,3168
476,-21.0,3296
477,-21.0,3408
478,-20.0,3370
479,-21.0,3131
480,-21.0,3296
481,-21.0,3168
482,-21.0,3056
483,-21.0,3056
484,-21.0,3056
485,-21.0,3056
486,-21.0,3056
487,-21.0,3056
488,-21.0,3056
489,-21.0,3168
490,-21.0,3300
491,-21.0,3056
492,-21.0,3296
493,-21.0,3056
494,-21.0,3056
495,-21.0,3168
496,-21.0,3056
497,-20.0,3615
498,-21.0,3168
499,-21.0,3056
500,-21.0,3296
501,-21.0,3544
502,-20.0,4094
503,-20.0,3367
504,-21.0,3168
505,-21.0,3056
506,-21.0,3536
507,-21.0,3168
508,-21.0,3056
509,-20.0,3367
510,-21.0,3056
511,-21.0,3300
512,-21.0,3168
513,-20.0,3350
514,-21.0,3408
515,-21.0,3536
516,-21.0,3304
517,-21.0,3056
518,-21.0,3056
519,-21.0,3056
520,-21.0,3056
521,-21.0,3056
522,-21.0,3056
523,-21.0,3304
524,-21.0,3056
525,-21.0,3608
526,-21.0,3056
527,-21.0,3304
528,-21.0,3056
529,-21.0,3168
530,-21.0,3056
531,-21.0,3056
532,-21.0,3056
533,-21.0,3412
534,-21.0,3131
535,-21.0,3296
536,-21.0,3168
537,-21.0,3776
538,-21.0,3296
539,-21.0,3296
540,-21.0,3056
541,-21.0,3056
542,-21.0,3168
543,-21.0,3056
544,-21.0,3056
545,-21.0,3056
546,-21.0,3056
547,-21.0,3296
548,-21.0,3056
549,-21.0,3536
550,-21.0,3056
551,-21.0,3056
552,-21.0,3056
553,-21.0,3056
554,-21.0,3056
555,-21.0,3296
556,-21.0,3412
557,-21.0,3168
558,-21.0,3056
559,-21.0,3168
560,-21.0,3056
561,-20.0,3370
562,-21.0,3520
563,-21.0,3131
564,-21.0,3056
565,-21.0,3776
566,-20.0,3367
567,-21.0,3056
568,-21.0,3168
569,-21.0,3168
570,-21.0,3131
571,-21.0,3300
572,-21.0,3056
573,-21.0,3131
574,-21.0,3520
575,-21.0,3056
576,-21.0,3300
577,-21.0,3296
578,-21.0,3056
579,-21.0,3056
580,-21.0,3168
581,-21.0,3296
582,-21.0,3296
583,-21.0,3408
584,-21.0,3056
585,-21.0,3296
586,-21.0,3056
587,-21.0,3056
588,-21.0,3056
589,-21.0,3168
590,-21.0,3548
591,-21.0,3296
592,-21.0,3056
593,-21.0,3536
594,-21.0,3056
595,-21.0,3056
596,-21.0,3536
